# System: 100CH3OH-CG
#    Step   Total energy, kJ/mol
   899000  -1741.037
   900000  -1755.752
   901000  -1756.740
   902000  -1780.788
   903000  -1752.506
   904000  -1783.583
   905000  -1790.840
   906000  -1800.269
   907000  -1843.757
   908000  -1831.407
   909000  -1797.088
   910000  -1836.298
   911000  -1781.473
   912000  -1727.178
   913000  -1739.584
   914000  -1765.869
   915000  -1742.950
   916000  -1798.186
   917000  -1786.828
   918000  -1710.666
   919000  -1684.403
   920000  -1719.876
   921000  -1715.431
   922000  -1810.066
   923000  -1804.468
   924000  -1776.227
   925000  -1760.727
   926000  -1775.001
   927000  -1767.514
   928000  -1719.410
   929000  -1665.800
   930000  -1717.250
   931000  -1774.805
   932000  -1781.561
   933000  -1742.614
   934000  -1730.717
   935000  -1720.207
   936000  -1745.632
   937000  -1760.948
   938000  -1797.651
   939000  -1804.906
   940000  -1775.867
   941000  -1790.345
   942000  -1766.171
   943000  -1764.569
   944000  -1728.464
   945000  -1690.457
   946000  -1713.875
   947000  -1710.660
   948000  -1732.765
   949000  -1699.466
   950000  -1734.936
   951000  -1728.697
   952000  -1735.296
   953000  -1744.802
   954000  -1706.442
   955000  -1697.000
   956000  -1702.575
   957000  -1721.867
   958000  -1802.315
   959000  -1781.508
   960000  -1840.845
   961000  -1803.216
   962000  -1741.588
   963000  -1726.264
   964000  -1763.651
   965000  -1745.105
   966000  -1729.283
   967000  -1799.903
   968000  -1790.454
   969000  -1845.180
   970000  -1875.383
   971000  -1837.642
   972000  -1809.179
   973000  -1771.337
   974000  -1801.278
   975000  -1770.732
   976000  -1751.716
   977000  -1694.944
   978000  -1737.577
   979000  -1699.060
   980000  -1762.699
   981000  -1777.120
   982000  -1775.290
   983000  -1755.406
   984000  -1774.936
   985000  -1779.161
   986000  -1779.961
   987000  -1797.348
   988000  -1745.619
   989000  -1742.426
   990000  -1694.678
   991000  -1715.498
   992000  -1680.062
   993000  -1690.441
   994000  -1793.581
   995000  -1782.379
   996000  -1748.920
   997000  -1726.022
   998000  -1714.612
   999000  -1701.026
  1000000  -1776.637
